country,product,kcal/country/year,kg_proteins/country/year,kg/country/year,energy_weight_ratio,prot_weight_ratio
Colombie,Oeufs,670212270000.0,51676893.45,520900380.0,1286.6419294990724,0.09920686456400743
Colombie,Lait - Excl Beurre,3157052535000.0,188364922.2,5241378870.0,602.3324421499032,0.03593804738637411
Colombie,Poissons Eau Douce,88185825000.0,15344333.55,151727940.0,581.2101910828026,0.10113057324840764
Colombie,Poissons Pelagiques,123460155000.0,13933360.35,125634600.0,982.6923076923077,0.11090384615384614
Colombie,Blé,3985999290000.0,104764760.1,1439482590.0,2769.0500167841556,0.07277945619335346
Colombie,Riz (Eq Blanchi),5026592025000.0,99297238.95,1353954420.0,3712.5267665952892,0.07333868665239116
Colombie,Orge,141097320000.0,3527433.0000000005,57985200.0,2433.3333333333335,0.06083333333333334
Colombie,Maïs,4497477075000.0,103706530.2,1456878150.0,3087.064676616915,0.07118407960199005
Colombie,Avoine,17637165000.0,881858.2500000001,10147410.0,1738.095238095238,0.08690476190476192
Colombie,"Céréales, Autres",17637165000.0,352743.3000000001,3382470.0,5214.285714285715,0.10428571428571431
Colombie,Manioc,1622619180000.0,11464157.25,1857942450.0,873.3420026007802,0.0061703511053315995
Colombie,Pommes de Terre,1128778560000.0,28924950.6,1616337450.0,698.355754857997,0.017895366218236175
Colombie,Ignames,246920310000.0,4938406.200000001,278812170.0,885.6152512998267,0.01771230502599654
Colombie,Racines nda,70548660000.0,1058229.9,71515080.0,986.4864864864865,0.014797297297297295
Colombie,"Sucre, betterave",17637165000.0,529114.95,34791120.0,506.94444444444446,0.015208333333333332
Colombie,Sucre non centrifugé,4162370940000.0,11816900.55,1184347710.0,3514.483884128927,0.009977560179518565
Colombie,Haricots,529114950000.0,34039728.45,155110410.0,3411.214953271028,0.21945482866043617
Colombie,Pois,282194640000.0,18342651.6,81179280.0,3476.190476190476,0.22595238095238096
Colombie,Légumineuses Autres,246920310000.0,16931678.4,73447920.0,3361.842105263158,0.23052631578947366
Colombie,Noix,17637165000.0,529114.95,7731360.0,2281.25,0.0684375
Colombie,Soja,141097320000.0,16226191.8,43005690.0,3280.8988764044943,0.3773033707865169
Colombie,Arachides Decortiquees,70548660000.0,3174689.6999999993,12563460.0,5615.384615384615,0.25269230769230766
Colombie,Coco (Incl Coprah),141097320000.0,1763716.5000000002,109688670.0,1286.3436123348017,0.016079295154185023
Colombie,Huile de Soja,2486840265000.0,881858.2500000001,275912910.0,9013.134851138353,0.00319614711033275
Colombie,Tomates,141097320000.0,5820264.45,704520180.0,200.27434842249656,0.008261316872427983
Colombie,Oignons,176371650000.0,5467521.15,424741590.0,415.24459613196814,0.012872582480091013
Colombie,"Légumes, Autres",246920310000.0,10229555.7,912783690.0,270.51349920592907,0.011206987824245632
Colombie,"Oranges, Mandarines",123460155000.0,2116459.8,365789970.0,337.51651254953765,0.005785997357992074
Colombie,Citrons & Limes,17637165000.0,705486.6000000002,117903240.0,149.59016393442624,0.005983606557377051
Colombie,"Agrumes, Autres",176371650000.0,3174689.6999999993,652816710.0,270.1702442635085,0.0048630643967431525
Colombie,Bananes,317468970000.0,4056547.95,510269760.0,622.1590909090909,0.007949810606060606
Colombie,Bananes plantains,2328105780000.0,20459111.4,2566328310.0,907.1737902466579,0.007972133308228204
Colombie,Pommes,52911495000.0,352743.3000000001,108722250.0,486.6666666666667,0.003244444444444445
Colombie,Ananas,141097320000.0,881858.2500000001,479827530.0,294.05840886203424,0.0018378650553877143
Colombie,Raisin,35274330000.0,352743.3000000001,65233350.0,540.7407407407408,0.005407407407407409
Colombie,"Fruits, Autres",970044075000.0,11111413.95,2164297590.0,448.20272382228177,0.005133958472873409
Colombie,Café,35274330000.0,2469203.100000001,81662490.0,431.9526627218935,0.030236686390532556
Colombie,Feve de Cacao,105822990000.0,3174689.6999999993,42522480.0,2488.6363636363635,0.0746590909090909
Colombie,"Épices, Autres",70548660000.0,2469203.100000001,22710870.0,3106.3829787234044,0.10872340425531919
Colombie,Bière,723123765000.0,5996636.1000000015,2018368170.0,358.27148671295186,0.002971031841034236
Colombie,Aliments pour enfants,35274330000.0,1234601.5500000005,7731360.0,4562.5,0.15968750000000007
Congo,Viande de Bovins,29223360000.0,2954806.4,19348800.0,1510.344827586207,0.15271264367816093
Congo,Viande d'Ovins/Caprins,1623520000.0,259763.2,1779200.0,912.5,0.14600000000000002
Congo,Viande de Suides,21105760000.0,990347.2,10630720.0,1985.3556485355648,0.09315899581589958
Congo,Viande de Volailles,71434880000.0,7322075.2,57912960.0,1233.4869431643626,0.12643241167434716
Congo,"Viande, Autre",42211520000.0,7387016.000000001,41010560.0,1029.2841648590022,0.1801247288503254
Congo,Abats Comestible,12988160000.0,2078105.6,11342400.0,1145.0980392156862,0.18321568627450982
Congo,Graisses Animales Crue,3247040000.0,16235.2,489280.0,6636.363636363636,0.03318181818181818
Congo,Oeufs,3247040000.0,275998.4,2668800.0,1216.6666666666667,0.10341666666666667
Congo,Lait - Excl Beurre,32470400000.0,1591049.6,47549120.0,682.8811973807296,0.03346117867165575
Congo,Poissons Eau Douce,25976320000.0,3977624.0000000005,36384640.0,713.9364303178484,0.10932151589242055
Congo,Perciform,19482240000.0,3815272.0,34560960.0,563.7065637065637,0.11039253539253539
Congo,Poissons Pelagiques,32470400000.0,4838089.6000000015,40743680.0,796.943231441048,0.11874454148471619
Congo,"Poissons Marins, Autres",3247040000.0,503291.2,4937280.0,657.6576576576576,0.10193693693693694
Congo,Blé,514655840000.0,14936384.0,178231360.0,2887.5717494384826,0.08380334414774145
Congo,Riz (Eq Blanchi),266257280000.0,5162793.6000000015,73436480.0,3625.6814052089644,0.0703028467595397
Congo,Orge,37340960000.0,600702.4,17925440.000000004,2083.126550868486,0.03351116625310173
Congo,Maïs,55199680000.0,1428697.6,16235200.0,3400.0,0.08800000000000001
Congo,Avoine,1623520000.0,48705.6,622720.0,2607.1428571428573,0.07821428571428571
Congo,Manioc,1164063840000.0,7192193.6,1099990400.0,1058.249090173878,0.006538414880711686
Congo,Pommes de Terre,6494080000.0,129881.6,9207360.0,705.3140096618357,0.014106280193236715
Congo,Patates douces,8117600000.0,97411.2,7650560.0,1061.046511627907,0.012732558139534883
Congo,Ignames,14611680000.0,178587.19999999995,13966720.0,1046.1783439490446,0.012786624203821652
Congo,Racines nda,45458560000.0,811760.0,50929600.0,892.5764192139738,0.01593886462882096
Congo,"Sucre, canne",1623520000.0,16235.2,4981760.0,325.89285714285717,0.0032589285714285715
Congo,Haricots,29223360000.0,1915753.6,8673600.0,3369.230769230769,0.22087179487179487
Congo,Pois,19482240000.0,1315051.2000000002,5826880.0,3343.5114503816794,0.2256870229007634
Congo,Arachides Decortiquees,73058400000.0,3100923.2,13388480.0,5456.810631229236,0.23161129568106315
Congo,Coco (Incl Coprah),6494080000.0,64940.8,3602880.0,1802.469135802469,0.018024691358024692
Congo,Sésame,1623520000.0,48705.6,266880.0,6083.333333333333,0.1825
Congo,"Plantes Oleiferes, Autre",14611680000.0,665643.2000000001,3602880.0,4055.5555555555557,0.1847530864197531
Congo,Huil Plantes Oleif Autr,22729280000.0,16235.2,2668800.0,8516.666666666666,0.006083333333333334
Congo,Tomates,4870560000.0,211057.6,19304320.0,252.30414746543778,0.010933179723502304
Congo,Oignons,3247040000.0,81176.00000000001,7917440.0,410.1123595505618,0.010252808988764047
Congo,"Légumes, Autres",60070240000.0,5795966.3999999985,139355840.0,431.0564953718481,0.04159112671560803
Congo,"Oranges, Mandarines",3247040000.0,48705.6,13166080.0,246.6216216216216,0.0036993243243243243
Congo,Citrons & Limes,1623520000.0,16235.2,5648960.0,287.40157480314963,0.0028740157480314963
Congo,Bananes,56823200000.0,941641.6,93496960.0,607.7545195052331,0.010071360608943862
Congo,Bananes plantains,68187840000.0,616937.6000000001,77484160.0,880.0229621125144,0.007962112514351322
Congo,Ananas,1623520000.0,16235.2,4937280.0,328.8288288288288,0.0032882882882882885
Congo,Raisin,1623520000.0,16235.2,2001600.0,811.1111111111111,0.008111111111111112
Congo,"Fruits, Autres",42211520000.0,454585.6000000001,84334080.0,500.52742616033754,0.00539029535864979
Congo,Feve de Cacao,3247040000.0,48705.6,489280.0,6636.363636363636,0.09954545454545455
Congo,"Épices, Autres",1623520000.0,48705.6,489280.0,3318.181818181818,0.09954545454545455
Congo,Bière,73058400000.0,844230.4,168356800.0,433.94980184940556,0.005014531043593131
Congo,Aliments pour enfants,8117600000.0,308468.80000000005,2046080.0,3967.391304347826,0.15076086956521742
Costa Rica,Viande de Bovins,88914000000.0,11025336.0,74200560.0,1198.2928430728825,0.14858831254103744
Costa Rica,Viande de Suides,58683240000.0,4694659.2,50084160.0,1171.692607003891,0.09373540856031129
Costa Rica,Viande de Volailles,149375520000.0,13017009.6,119217840.0,1252.9628116060483,0.10918675929709848
Costa Rica,Abats Comestible,8891400000.0,1636017.6,8867040.0,1002.7472527472528,0.18450549450549453
Costa Rica,"Beurre, Ghee",46235280000.0,53348.4,6479760.0,7135.338345864661,0.008233082706766917
Costa Rica,Graisses Animales Crue,136927560000.0,142262.40000000002,18903360.0,7243.556701030928,0.0075257731958762895
Costa Rica,Oeufs,67574640000.0,5085880.799999999,51399600.0,1314.691943127962,0.09894786729857817
Costa Rica,Lait - Excl Beurre,524592600000.0,30675330.000000004,892940160.0,587.4890877346137,0.034353175469227414
Costa Rica,Poissons Eau Douce,16004520000.0,2667420.0,29085840.0,550.251256281407,0.09170854271356783
Costa Rica,Perciform,1778280000.0,213393.6,2923200.0,608.3333333333334,0.073
Costa Rica,Poissons Pelagiques,21339360000.0,2631854.4000000004,20218800.0,1055.421686746988,0.1301686746987952
Costa Rica,"Poissons Marins, Autres",1778280000.0,302307.60000000003,2923200.0,608.3333333333334,0.10341666666666668
Costa Rica,Crustacés,1778280000.0,462352.8000000001,4336080.0,410.1123595505618,0.10662921348314609
Costa Rica,Cephalopodes,1778280000.0,213393.6,1412880.0,1258.6206896551723,0.1510344827586207
Costa Rica,Blé,561936480000.0,14386285.2,191518320.0,2934.1134571355888,0.07511701857033833
Costa Rica,Riz (Eq Blanchi),761103840000.0,15062031.6,222601680.0,3419.1289122346247,0.06766360253884876
Costa Rica,Orge,39122160000.0,1387058.4,15298080.0,2557.3248407643314,0.0906687898089172
Costa Rica,Maïs,179606280000.0,4694659.2,52471440.0,3422.9340761374187,0.08947075208913649
Costa Rica,Avoine,16004520000.0,640180.7999999999,7210560.0,2219.5945945945946,0.08878378378378378
Costa Rica,"Céréales, Autres",1778280000.0,35565.60000000001,341040.0,5214.285714285715,0.10428571428571433
Costa Rica,Manioc,21339360000.0,213393.6,21582960.0,988.7133182844244,0.009887133182844244
Costa Rica,Pommes de Terre,46235280000.0,1084750.7999999998,75077520.0,615.8338741077223,0.014448410123296559
Costa Rica,Ignames,5334840000.0,53348.4,4482240.0,1190.2173913043478,0.011902173913043478
Costa Rica,Racines nda,21339360000.0,337873.2000000001,20511120.0,1040.3800475059381,0.016472684085510694
Costa Rica,Sucre non centrifugé,40900440000.0,53348.4,11497920.0,3557.2033898305085,0.004639830508474576
Costa Rica,Haricots,165380040000.0,10811942.400000002,49109760.0,3367.559523809524,0.2201587301587302
Costa Rica,Pois,1778280000.0,106696.8,487200.0,3650.0,0.219
Costa Rica,Légumineuses Autres,7113120000.0,409004.4,1948800.0,3650.0,0.209875
Costa Rica,Noix,14226240000.0,373438.79999999993,3946320.0,3604.938271604938,0.0946296296296296
Costa Rica,Soja,24895920000.0,2827465.2,7502880.0,3318.181818181818,0.3768506493506494
Costa Rica,Arachides Decortiquees,16004520000.0,711312.0000000001,2777040.0,5763.1578947368425,0.256140350877193
Costa Rica,Graines de tournesol,1778280000.0,88914.00000000001,682080.0,2607.1428571428573,0.13035714285714287
Costa Rica,Coco (Incl Coprah),8891400000.0,88914.00000000001,6090000.0,1460.0,0.014600000000000002
Costa Rica,Huile de Palme,272076840000.0,17782.800000000007,31180800.0,8725.78125,0.0005703125000000002
Costa Rica,Tomates,28452480000.0,1244796.0,112250880.0,253.47222222222223,0.011089409722222223
Costa Rica,Oignons,14226240000.0,480135.6,36686160.0,387.78220451527227,0.013087649402390437
Costa Rica,"Légumes, Autres",30230760000.0,906922.8,92957760.0,325.20964360587004,0.0097562893081761
Costa Rica,"Oranges, Mandarines",30230760000.0,497918.4000000001,143382960.0,210.8392796466191,0.0034726469588854916
Costa Rica,Citrons & Limes,5334840000.0,195610.8,31911600.0,167.17557251908397,0.006129770992366412
Costa Rica,Pamplemousse,3556560000.0,53348.4,20316240.0,175.05995203836932,0.0026258992805755395
Costa Rica,Bananes,1778280000.0,17782.800000000007,2241120.0,793.4782608695652,0.007934782608695654
Costa Rica,Bananes plantains,65796360000.0,551266.8,77854560.0,845.118898623279,0.007080725907384231
Costa Rica,Pommes,12447960000.0,35565.60000000001,40486320.0,307.46089049338144,0.0008784596871239474
Costa Rica,Ananas,58683240000.0,320090.4,142116240.0,412.9242372300308,0.0022523140212547138
Costa Rica,Raisin,7113120000.0,71131.20000000001,12715920.0,559.3869731800767,0.005593869731800767
Costa Rica,"Fruits, Autres",76466040000.0,924705.6,178510080.0,428.3569868995633,0.005180131004366812
Costa Rica,Café,5334840000.0,693529.2,12618480.0,422.7799227799228,0.05496138996138996
Costa Rica,Feve de Cacao,17782800000.0,302307.60000000003,5066880.0,3509.6153846153848,0.05966346153846155
Costa Rica,Poivre,3556560000.0,142262.40000000002,1315440.0,2703.703703703704,0.10814814814814816
Costa Rica,"Épices, Autres",1778280000.0,71131.20000000001,779520.0,2281.25,0.09125000000000001
Costa Rica,Bière,23117640000.0,177828.00000000003,61825680.0,373.91646966115053,0.0028762805358550046
Costa Rica,Aliments pour enfants,10669680000.0,462352.8000000001,3020640.0,3532.2580645161293,0.1530645161290323
Côte d'Ivoire,Viande de Bovins,66738060000.0,5116584.6,34537200.0,1932.3529411764705,0.1481470588235294
Côte d'Ivoire,Viande d'Ovins/Caprins,22246020000.0,2002141.8,13814880.0,1610.2941176470588,0.1449264705882353
Côte d'Ivoire,Viande de Suides,66738060000.0,3336903.0,35756160.0,1866.4772727272727,0.09332386363636364
Côte d'Ivoire,Viande de Volailles,59322720000.0,6006425.4,48758400.0,1216.6666666666667,0.1231875
Côte d'Ivoire,"Viande, Autre",185383500000.0,30551200.800000004,172076520.0,1077.331759149941,0.1775442739079103
Côte d'Ivoire,Abats Comestible,66738060000.0,11419623.6,62776440.0,1063.106796116505,0.1819093851132686
Côte d'Ivoire,Graisses Animales Crue,22246020000.0,74153.40000000001,3453720.0,6441.176470588235,0.02147058823529412
Côte d'Ivoire,Oeufs,51907380000.0,4152590.4000000013,39616200.0,1310.2564102564102,0.10482051282051286
Côte d'Ivoire,Lait - Excl Beurre,88984080000.0,4523357.3999999985,129209760.0,688.6792452830189,0.035007861635220114
Côte d'Ivoire,Poissons Eau Douce,7415340000.0,1186454.4,10970640.0,675.925925925926,0.10814814814814815
Côte d'Ivoire,Poissons Pelagiques,103814760000.0,15053140.2,132866640.0,781.3455657492354,0.11329510703363914
Côte d'Ivoire,"Poissons Marins, Autres",103814760000.0,17351895.6,162731160.0,637.9525593008739,0.10662921348314608
Côte d'Ivoire,Blé,1245777120000.0,35519478.6,421557000.0,2955.1807228915663,0.08425783132530121
Côte d'Ivoire,Riz (Eq Blanchi),4278651180000.0,86685324.6,1291284960.0,3313.4833228445564,0.06713105726872247
Côte d'Ivoire,Maïs,1416329940000.0,37373313.6,446748840.0,3170.3046839472486,0.083656207366985
Côte d'Ivoire,Avoine,7415340000.0,222460.2,2844240.0,2607.1428571428573,0.07821428571428572
Côte d'Ivoire,Millet,96399420000.0,2298755.4,31083480.0,3101.3071895424837,0.07395424836601307
Côte d'Ivoire,Sorgho,96399420000.0,2595369.0,34537200.0,2791.176470588235,0.07514705882352941
Côte d'Ivoire,"Céréales, Autres",51907380000.0,1334761.1999999995,20519160.0,2529.70297029703,0.06504950495049502
Côte d'Ivoire,Manioc,2417400840000.0,19724804.4,2199003840.0,1099.3163340724316,0.008969881744271987
Côte d'Ivoire,Pommes de Terre,7415340000.0,74153.40000000001,7720080.0,960.5263157894736,0.009605263157894738
Côte d'Ivoire,Patates douces,37076700000.0,519073.8000000001,40632000.0,912.5,0.012775000000000003
Côte d'Ivoire,Ignames,3781823400000.0,60509174.4,3782839200.0,999.7314715359828,0.015995703544575725
Côte d'Ivoire,Racines nda,51907380000.0,963994.2,66027000.0,786.1538461538462,0.0146
Côte d'Ivoire,"Sucre, canne",7415340000.0,74153.40000000001,28036080.0,264.4927536231884,0.0026449275362318845
Côte d'Ivoire,Haricots,118645440000.0,7489493.4,33724560.0,3518.0722891566265,0.22207831325301206
Côte d'Ivoire,Pois,7415340000.0,444920.4,2031600.0,3650.0,0.219
Côte d'Ivoire,Légumineuses Autres,44492040000.0,2891982.6,13205400.0,3369.230769230769,0.219
Côte d'Ivoire,Noix,393013020000.0,10010709.0,113363280.0,3466.8458781362006,0.08830645161290322
Côte d'Ivoire,Arachides Decortiquees,252121560000.0,10603936.2,49164720.0,5128.099173553719,0.21568181818181817
Côte d'Ivoire,Coco (Incl Coprah),59322720000.0,519073.8000000001,59322720.0,1000.0,0.008750000000000003
Côte d'Ivoire,Sésame,14830680000.0,444920.4,2641080.0,5615.384615384615,0.16846153846153847
Côte d'Ivoire,Tomates,22246020000.0,1112300.9999999998,99548400.0,223.46938775510205,0.011173469387755099
Côte d'Ivoire,"Légumes, Autres",244706220000.0,10455629.400000002,710247360.0,344.53661327231123,0.014721109839816936
Côte d'Ivoire,"Oranges, Mandarines",7415340000.0,148306.80000000002,32911920.0,225.30864197530863,0.004506172839506173
Côte d'Ivoire,Pamplemousse,7415340000.0,74153.40000000001,24582360.0,301.6528925619835,0.003016528925619835
Côte d'Ivoire,Bananes,22246020000.0,296613.60000000003,31489800.0,706.4516129032259,0.009419354838709678
Côte d'Ivoire,Bananes plantains,1156793040000.0,10381476.0,1299411360.0,890.2439024390244,0.007989368355222013
Côte d'Ivoire,Ananas,7415340000.0,74153.40000000001,17268600.0,429.4117647058824,0.004294117647058824
Côte d'Ivoire,"Fruits, Autres",59322720000.0,741534.0000000001,135101400.0,439.09774436090225,0.005488721804511279
Côte d'Ivoire,Café,7415340000.0,593227.2000000001,15033840.0,493.2432432432432,0.039459459459459466
Côte d'Ivoire,Feve de Cacao,415259040000.0,20911258.800000004,282595560.0,1469.4464414090583,0.07399712437095617
Côte d'Ivoire,Piments,74153400000.0,2891982.6,24176040.0,3067.2268907563025,0.1196218487394958
Côte d'Ivoire,"Épices, Autres",14830680000.0,519073.8000000001,5282160.0,2807.6923076923076,0.09826923076923079
Côte d'Ivoire,Bière,148306800000.0,1705528.2,337448760.0,439.4942805538832,0.005054184226369656
Côte d'Ivoire,Boissons Fermentés,215044860000.0,741534.0000000001,478035480.0,449.851253718657,0.0015512112197195072
Côte d'Ivoire,Aliments pour enfants,7415340000.0,444920.4,2844240.0,2607.1428571428573,0.15642857142857144
Croatie,Viande de Bovins,115872900000.0,7782274.5,53238900.0,2176.470588235294,0.1461764705882353
Croatie,Viande d'Ovins/Caprins,18790200000.0,986485.5,7335900.0,2561.40350877193,0.13447368421052633
Croatie,Viande de Suides,272457900000.0,15924694.5,183569100.0,1484.2252862818416,0.08675040897405936
Croatie,Viande de Volailles,46975500000.0,4728867.0,36550800.0,1285.2112676056338,0.12937793427230046
Croatie,"Viande, Autre",3131700000.0,579364.5,3732300.0,839.080459770115,0.15522988505747126
Croatie,Abats Comestible,9395100000.0,1597167.0,8880300.0,1057.9710144927535,0.1798550724637681
Croatie,"Beurre, Ghee",36014550000.0,46975.5,5105100.0,7054.621848739495,0.009201680672268907
Croatie,Graisses Animales Crue,173809350000.0,46975.5,36164700.0,4806.049822064057,0.0012989323843416371
Croatie,Oeufs,50107200000.0,3898966.5,36379200.0,1377.3584905660377,0.1071757075471698
Croatie,Lait - Excl Beurre,496374450000.0,30361831.5,991075800.0,500.8440827633971,0.030635226387325774
Croatie,Poissons Eau Douce,3131700000.0,595023.0000000001,5963100.0,525.1798561151079,0.09978417266187052
Croatie,Perciform,6263400000.0,1190046.0000000002,15873000.0,394.5945945945946,0.07497297297297299
Croatie,Poissons Pelagiques,36014550000.0,5276914.500000001,40669200.0,885.548523206751,0.12975210970464138
Croatie,"Poissons Marins, Autres",3131700000.0,548047.5,5405400.0,579.3650793650794,0.10138888888888889
Croatie,Crustacés,1565850000.0,250536.00000000003,2230800.0,701.9230769230769,0.11230769230769232
Croatie,Cephalopodes,6263400000.0,1190046.0000000002,8022300.0,780.7486631016043,0.14834224598930484
Croatie,Blé,1246416600000.0,35638746.00000001,457271100.0,2725.7716483722675,0.07793789286049349
Croatie,Riz (Eq Blanchi),40712100000.0,767266.5,11325600.0,3594.6969696969695,0.06774621212121212
Croatie,Orge,6263400000.0,172243.5,3045900.0,2056.3380281690143,0.05654929577464789
Croatie,Maïs,122136300000.0,2849847.0,42299400.0,2887.423935091278,0.06737322515212982
Croatie,Seigle,7829250000.0,219219.00000000003,3045900.0,2570.4225352112676,0.0719718309859155
Croatie,Avoine,1565850000.0,62634.00000000001,686400.0,2281.25,0.09125000000000001
Croatie,"Céréales, Autres",10960950000.0,297511.5000000001,3088800.0,3548.6111111111113,0.09631944444444449
Croatie,Pommes de Terre,117438750000.0,2724579.0,181595700.0,646.7044649184975,0.015003543586109143
Croatie,Edulcorants Autres,103346100000.0,46975.5,38910300.0,2656.008820286659,0.0012072767364939361
Croatie,Miel,9395100000.0,15658.500000000002,3003000.0,3128.5714285714284,0.005214285714285715
Croatie,Haricots,7829250000.0,532389.0000000001,2402400.0,3258.9285714285716,0.22160714285714292
Croatie,Légumineuses Autres,3131700000.0,172243.5,729300.0,4294.117647058823,0.2361764705882353
Croatie,Noix,34448700000.0,845559.0,13427700.0,2565.495207667732,0.06297124600638977
Croatie,Arachides Decortiquees,18790200000.0,845559.0,3217500.0,5840.0,0.2628
Croatie,Coco (Incl Coprah),1565850000.0,15658.500000000002,1415700.0,1106.060606060606,0.011060606060606062
Croatie,Sésame,1565850000.0,78292.50000000001,386100.0,4055.5555555555557,0.2027777777777778
Croatie,Olives,53238900000.0,407121.0,31531500.0,1688.4353741496598,0.01291156462585034
Croatie,"Plantes Oleiferes, Autre",9395100000.0,297511.5000000001,1673100.0,5615.384615384615,0.1778205128205129
Croatie,Huile de Soja,139360650000.0,31317.000000000004,15873000.0,8779.72972972973,0.0019729729729729734
Croatie,Huile de Palme,62634000000.0,46975.5,7121400.0,8795.180722891566,0.006596385542168674
Croatie,Tomates,14092650000.0,641998.5,70398900.0,200.18281535648995,0.009119439366240097
Croatie,Oignons,10960950000.0,391462.5,35521200.0,308.57487922705315,0.011020531400966184
Croatie,"Légumes, Autres",75160800000.0,3037748.9999999995,239553600.0,313.75358166189113,0.012680873925501431
Croatie,"Oranges, Mandarines",18790200000.0,344487.0,71428500.0,263.06306306306305,0.004822822822822823
Croatie,Citrons & Limes,1565850000.0,62634.00000000001,11497200.0,136.19402985074626,0.005447761194029851
Croatie,Bananes,31317000000.0,360145.5,50922300.0,614.9957877000843,0.007072451558550969
Croatie,Pommes,50107200000.0,109609.5,112183500.0,446.65391969407267,0.0009770554493307838
Croatie,Ananas,1565850000.0,15658.500000000002,4118400.0,380.2083333333333,0.003802083333333334
Croatie,Raisin,65765700000.0,610681.5,121364100.0,541.8875927889713,0.005031813361611877
Croatie,"Fruits, Autres",42277950000.0,595023.0000000001,88288200.0,478.86297376093296,0.006739552964042762
Croatie,Café,12526800000.0,1471899.0,24924900.0,502.5817555938038,0.05905335628227194
Croatie,Feve de Cacao,115872900000.0,1237021.5,14800500.0,7828.985507246377,0.08357971014492753
Croatie,Poivre,1565850000.0,46975.5,386100.0,4055.5555555555557,0.12166666666666667
Croatie,Piments,3131700000.0,93951.0,729300.0,4294.117647058823,0.1288235294117647
Croatie,"Épices, Autres",1565850000.0,46975.5,429000.0,3650.0,0.1095
Croatie,Bière,164414250000.0,1675459.5,334405500.0,491.66132135984606,0.005010262989095574
Cuba,Viande de Bovins,152147330000.0,10197983.2,71989740.0,2113.4585289514866,0.14165884194053208
Cuba,Viande d'Ovins/Caprins,24672540000.0,2138286.8000000003,13969840.0,1766.1290322580646,0.15306451612903227
Cuba,Viande de Suides,530459610000.0,24754781.8,223292120.0,2375.630676084763,0.1108627648839556
Cuba,Viande de Volailles,283734210000.0,25207111.7,227009900.0,1249.8759305210917,0.11103970223325062
Cuba,"Viande, Autre",156259420000.0,15009128.5,71313780.0,2191.1532385466035,0.21046603475513428
Cuba,Abats Comestible,24672540000.0,3988727.2999999993,22194020.0,1111.6751269035533,0.17972081218274108
Cuba,"Beurre, Ghee",20560450000.0,41120.9,2929160.0,7019.2307692307695,0.01403846153846154
Cuba,Oeufs,143923150000.0,10979280.3,110632120.0,1300.9164969450103,0.09924134419551936
Cuba,Lait - Excl Beurre,600365140000.0,32033181.1,1125924040.0,533.2199319591755,0.028450570342205325
Cuba,Poissons Eau Douce,16448360000.0,2878463.0,26700420.0,616.0337552742616,0.10780590717299578
Cuba,Perciform,4112090000.0,699055.3000000003,10026740.0,410.1123595505618,0.06971910112359553
Cuba,Poissons Pelagiques,12336270000.0,1480352.3999999997,13068560.0,943.9655172413793,0.11327586206896549
Cuba,"Poissons Marins, Autres",4112090000.0,411209.00000000006,3830440.0,1073.5294117647059,0.10735294117647061
Cuba,Crustacés,4112090000.0,699055.3000000003,5182360.0,793.4782608695652,0.13489130434782615
Cuba,Blé,1624275550000.0,43176945.0,615348920.0,2639.600878798975,0.07016660563896009
Cuba,Riz (Eq Blanchi),2738651940000.0,53045961.0,762708200.0,3590.6942392909896,0.06954948301329394
Cuba,Maïs,1089703850000.0,28373421.000000004,317701200.0,3429.9645390070923,0.08930851063829788
Cuba,Manioc,308406750000.0,1439231.5,285029800.0,1082.0158102766798,0.005049407114624506
Cuba,Pommes de Terre,69905530000.0,986901.6,106689020.0,655.2270327349524,0.00925026399155227
Cuba,Patates douces,300182570000.0,3413034.7,309927660.0,968.5568884042167,0.011012359142130135
Cuba,Ignames,279622120000.0,3618639.2,277819560.0,1006.4882400648823,0.01302514193025142
Cuba,Racines nda,152147330000.0,2385012.2,140374360.0,1083.8683788121991,0.01699036918138042
Cuba,Haricots,588028870000.0,38406920.6,174510340.0,3369.5932859909617,0.22008392511297611
Cuba,Légumineuses Autres,217940770000.0,14145589.6,64441520.0,3381.993006993007,0.21951048951048951
Cuba,Soja,238501220000.0,27098673.1,71426440.0,3339.116719242902,0.3793927444794953
Cuba,Arachides Decortiquees,12336270000.0,575692.6000000001,2253200.0,5475.0,0.25550000000000006
Cuba,Coco (Incl Coprah),78129710000.0,945780.7,58245220.0,1341.3926499032882,0.016237911025145067
Cuba,Tomates,127474790000.0,4934507.999999999,613659020.0,207.72902515145952,0.008041123554250044
Cuba,Oignons,45232990000.0,1480352.3999999997,114575220.0,394.7885939036382,0.012920353982300882
Cuba,"Légumes, Autres",197380320000.0,9211081.6,908715560.0,217.2080337217952,0.010136374907017109
Cuba,"Oranges, Mandarines",24672540000.0,411209.00000000006,78524020.0,314.20373027259683,0.005236728837876615
Cuba,Pamplemousse,8224180000.0,123362.7,33460020.0,245.79124579124579,0.0036868686868686868
Cuba,Bananes,86353890000.0,1069143.4,133727420.0,645.7455770850885,0.007994945240101095
Cuba,Bananes plantains,378312280000.0,3001825.7,503026900.0,752.0716685330348,0.005967525195968645
Cuba,Ananas,24672540000.0,164483.6,74693580.0,330.31674208144796,0.0022021116138763197
Cuba,"Fruits, Autres",189156140000.0,2014924.1,724178480.0,261.20099564405723,0.00278235843186061
Cuba,Café,8224180000.0,1192506.1,17912940.0,459.1194968553459,0.06657232704402516
